user_id,name,yelping_since,review_count,average_stars,fans,cool,funny,useful,elite,effective_date,expiry_date,current_flag
-zOjanQ6J2c5QcLFv7lOdQ,Susan,2008-02-20,57,4.02,10,55,40,116,,2025-02-24,null,null
mvEjIp3KIXSN6fmJL5HE6Q,Andrew,2009-10-31,114,3.17,14,123,103,311,"2015,2016,2017",2025-02-24,null,null
_Rwjy0YmGB4W0KUrfSUlOQ,Monica,2008-06-07,377,3.5,16,132,95,358,,2025-02-24,null,null
fG-K5NglgWxHg8PNu62afg,Brandon,2011-10-07,446,3.55,233,7005,7717,7583,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
JXXYIKaDbRX4GkBI0Iyqvw,E.,2009-02-08,44,3.5,4,29,9,69,,2025-02-24,null,null
bnVzSHI48lEHPaEzZNIqJg,Amanda,2007-06-08,650,3.97,39,553,559,1555,,2025-02-24,null,null
RiWepXX7phgqmf8o7ER8LQ,Brandy,2011-05-23,66,4.27,3,19,10,49,2011,2025-02-24,null,null
4ll-oTtXQ_ISmxqGYLvX8w,Gerald,2006-05-14,682,3.39,14,473,441,831,"2007,2011,2016,2017",2025-02-24,null,null
Wpyvt0bGodGnZ84Q4kbShg,Heather,2009-07-04,27,2.89,1,27,37,124,,2025-02-24,null,null
oGFSMLwrVZFe4JL5b_YOfw,Liz,2009-05-10,204,3.85,11,90,41,254,"2011,2012,2013",2025-02-24,null,null
IQGi-3XZK3DlbDlAJjFPmw,E. Y.,2009-06-10,260,3.25,8,71,49,171,,2025-02-24,null,null
E4LbERiYP_CdIZcyaALE8Q,Phat,2010-01-31,15,4.27,7,13,13,17,,2025-02-24,null,null
5j1eHQFEnDwLRJ5DLpXP_Q,Cathy,2011-12-27,26,3.85,7,17,7,41,,2025-02-24,null,null
o4AJoiOcHk7KGZfhdpOL2Q,Sara,2010-10-08,644,3.48,52,872,737,1370,"2011,2012,2013,2014,2015,2016,2017,2018,2021",2025-02-24,null,null
Dv2uOZKdpxKL5GL5zKR0Fg,B.,2011-02-28,133,3.24,3,86,90,214,,2025-02-24,null,null
Gv_BjUXgTVUzoP2SDcDyQQ,Erik,2007-08-25,465,3.67,82,1312,1381,2354,"2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
FCamB-BNzLIMck_fOT1CxQ,Steve,2011-03-21,20,4.25,0,1,0,10,,2025-02-24,null,null
ErFSoMDcXBpON8asN4AZ2A,Matt,2009-09-14,57,3.69,3,37,35,128,2013,2025-02-24,null,null
fs5bpfk-2pvq2v8S1De5pQ,Jay,2012-01-26,249,3.87,31,91,137,313,,2025-02-24,null,null
WHGjqjqBFXkFyF8UjXwP8Q,Scott,2011-10-08,365,3.91,15,256,100,522,"2012,2013,2014,2015,2016,2017,2018,2019",2025-02-24,null,null
hRcFm2x7ta6dVIO7iVsL7A,William,2006-08-29,171,4.17,0,70,20,116,,2025-02-24,null,null
dECgeYO8lFzdoGztGNiSxw,Carolina,2008-03-01,84,4.4,31,265,155,355,"2009,2010,2012,2013",2025-02-24,null,null
C-j_QwyYHM30TiDgOm_Sag,Rebecca,2009-09-28,362,3.75,20,422,274,788,"2010,2011,2012",2025-02-24,null,null
Du6bF8BUoJsIAuC0J3KLIA,Ava,2008-11-30,545,3.67,40,228,293,628,"2009,2010,2012,2013,2014,2015",2025-02-24,null,null
8RcEwGrFIgkt9WQ35E6SnQ,George,2009-11-06,7738,3.49,288,3165,3868,8110,"2010,2011",2025-02-24,null,null
X0pYbaeyptPwbRksy7rGHA,Melissa,2011-03-07,13,3.15,0,2,3,7,,2025-02-24,null,null
1WEHUvZ2Qqlc46_qHsOOFA,Caroline,2009-06-03,149,3.99,18,267,146,454,"2010,2011,2012,2013,2014,2015",2025-02-24,null,null
SQsvdEqz_47p0ebDOrUyUQ,Jamison,2011-01-02,60,4.25,3,42,26,96,"2011,2012",2025-02-24,null,null
CpQ2CgAF-suH8iqdEOZA_g,johann,2010-08-02,18,3.85,5,28,49,42,,2025-02-24,null,null
7oe7zPslvj_umRH_Fr261A,Kevin,2009-06-19,56,4.5,1,18,7,71,,2025-02-24,null,null
LxzhWsghyH9SipQ43_zvaQ,Richard,2008-07-08,62,3.89,2,74,74,97,,2025-02-24,null,null
7xJsB_sW3jRvJ731s063Ew,Ryan,2007-03-02,30,3.78,7,17,22,74,,2025-02-24,null,null
y_MkyDLhpWY0gMSwkflWMg,Maureen,2010-04-12,260,3.92,6,97,53,284,"2012,2013,2014,2015",2025-02-24,null,null
DDJliZbj8VYfwikMQWbrBA,Lydia,2009-05-04,141,3.72,11,247,134,492,"2009,2010",2025-02-24,null,null
7mL9cvICl8fuCQTM89a-SA,Ellen,2008-02-27,115,4.05,12,318,242,439,"2008,2009",2025-02-24,null,null
SvwacDHhwAF-MLiUDGZ3iw,J.T.,2010-01-23,9,3.82,0,9,13,20,,2025-02-24,null,null
AHRrG3T1gJpHvtpZ-K0G_g,Brittany,2011-04-25,2492,4.33,2086,13425,6267,18899,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
dQmkOHSHFcXrvFKZ0h09rg,Steve,2010-11-03,213,4.03,3,45,21,103,,2025-02-24,null,null
WNbVCtfq2lGMEwLDXyyd6A,Heejin,2007-09-09,1861,3.45,425,3906,3273,5914,"2009,2010,2011,2015,2016",2025-02-24,null,null
mdaKaPOKte_-7v3REM7Siw,Jamie,2007-10-09,104,3.6,7,46,41,236,2011,2025-02-24,null,null
NpXYHTX4oB1TD1SBOWdgVg,Marie,2011-08-05,113,3.04,3,35,52,156,,2025-02-24,null,null
KwC7I2KR-HlEb3KSH4a0bw,Jill,2007-06-05,20,4.05,6,32,21,51,,2025-02-24,null,null
skCZO4VbeEEXj5zWkRE0Iw,Shawn,2009-10-19,134,3.2,10,62,38,228,"2010,2011,2012,2013,2014",2025-02-24,null,null
p_8YIWsZmIzUNpSFlSIhnQ,Crystal,2009-05-04,144,3.5,4,31,26,164,2010,2025-02-24,null,null
X3Wd92E2PHBivY8saxsaoA,Sheila,2010-07-07,25,3.6,2,5,3,35,,2025-02-24,null,null
WaqPitgrhpepyvFo2jcUBQ,Stephen,2006-12-03,1158,3.52,60,523,405,1393,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
KP49qpnfXsFmT4gJYUBcng,Tracy,2009-03-19,13,4.15,1,15,3,25,,2025-02-24,null,null
URandG2IxaFrq3CCOysEXw,Tom,2010-10-16,7,4.86,0,7,1,11,,2025-02-24,null,null
N4D9z09JnzEuMq5BlQzVuw,Joe,2010-07-24,32,3.06,4,11,18,49,,2025-02-24,null,null
GdbDXYlXTXZNxfjB3v4Hwg,Li,2007-11-26,15,4.63,1,17,1,24,,2025-02-24,null,null
vpOYZ9YVIzBHHmWTYUMVZg,Pam,2008-03-06,119,3.8,3,71,62,173,"2011,2012,2013",2025-02-24,null,null
SbMSN-N7WGW3W8ayZYru0w,Victoria,2010-08-08,156,4.09,10,121,88,349,"2015,2016",2025-02-24,null,null
eMkp98edZJ5TTEgoFpgEHw,Rabah,2010-03-01,10,4.1,2,11,6,34,,2025-02-24,null,null
xeThd0Q4EV4mUd9YCc2Ssw,Grace,2008-07-30,55,4.07,0,36,17,75,,2025-02-24,null,null
HN4iq_iaeYBfij5VSyPVZA,Helene,2010-11-28,107,3.84,2,41,27,138,,2025-02-24,null,null
6HfGx_gVu1IHFnPL66kAOQ,Jaime,2009-10-10,278,3.63,25,384,386,697,"2010,2011,2012",2025-02-24,null,null
mNqzKdsE51xtpkGGjnv7Fw,Donovan,2011-05-19,137,3.56,7,41,63,132,,2025-02-24,null,null
_edMr2zCWka57OCVYSZFMw,Dawn,2011-10-10,21,4.14,2,5,3,16,,2025-02-24,null,null
4BO9BUOnB81zxC7VZ31HrQ,Torey,2011-01-07,19,4,1,5,4,44,,2025-02-24,null,null
GUWA3p-w_IK8QOdkXEzu8Q,Audrey,2008-12-03,125,3.62,4,149,49,264,"2013,2014",2025-02-24,null,null
7ucfEidJyHK_eHYDb9erQg,Dawn,2010-07-07,4,4.25,0,1,1,3,,2025-02-24,null,null
zPNIcjRM0FUL2Wf0B--CMw,Greg,2011-12-20,3,5,0,2,1,1,,2025-02-24,null,null
W4T9QstrQg5sACAOaFU9Dw,Julia,2009-03-25,462,3.7,24,645,597,1139,"2010,2011,2012,2013,2014",2025-02-24,null,null
VqAZK9q8ybyiZMdQI8Ce8A,Stephanie,2008-03-17,131,3.36,8,68,52,130,,2025-02-24,null,null
HxEySTkc-e2vg3Nmv2uzYg,Amber,2010-02-27,249,3.56,25,342,327,619,"2010,2011,2012,2013,2014",2025-02-24,null,null
_IKHZkxIA8w4y9cyRYOG2w,Christie,2009-02-15,298,3.83,29,218,212,440,"2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
AR-HZQmID5K5OQrCqVT4IA,A,2007-03-01,19,3.52,3,5,0,22,,2025-02-24,null,null
kSfpauSTMuRkxKdMLIg5Ag,Susan,2010-03-06,1029,3.57,29,256,309,616,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
NQ0REATs1_MehrNtnCaV2Q,Angela,2007-08-11,462,4.01,52,421,207,839,"2009,2010,2011,2012,2013,2014,2015",2025-02-24,null,null
cEIq7NGlUA1bQOWvr43aRg,Pete,2009-02-19,99,4.24,18,172,98,310,"2010,2011",2025-02-24,null,null
0skx62wk1narSmm3GQxo5g,Ellen,2011-01-26,54,3.88,2,26,22,93,,2025-02-24,null,null
0QRMnxm4tuFQ3x3h2y1dqg,Lisa,2010-08-24,11,4.36,2,11,1,25,,2025-02-24,null,null
cIofonsOncByjjfeUAg80A,Christine,2006-10-15,248,3.62,1,77,108,181,,2025-02-24,null,null
tG8jt8ZB9LalIRZ2ZtlVvw,Michael,2010-07-07,442,3.28,19,186,281,642,,2025-02-24,null,null
tSKAjcueW5ApPTHObbc72A,Cyndi,2009-10-22,397,4.02,154,579,291,821,,2025-02-24,null,null
NiEs4XaVXTPLPCvuBu0DpA,Andrew,2011-05-16,33,4.45,1,17,4,26,,2025-02-24,null,null
Gx7F_GVvmSox7mTKHV-vOQ,Jennifer Marie,2011-04-03,24,4.33,2,8,6,16,,2025-02-24,null,null
EYgUvu8gfXMguAxc8hNwjw,Elise,2012-01-20,156,4.32,6,30,17,103,2016,2025-02-24,null,null
Rzjbl7-yV5anedZmJbbavg,Catherine,2006-04-23,298,4.1,28,335,218,471,"2006,2007",2025-02-24,null,null
jExt3moh1IQPGM3iFHb0Bw,Justin,2010-10-17,4,2.8,1,0,4,21,,2025-02-24,null,null
gObPGa5aGLRFTpmSYBtItA,Angie,2011-07-11,158,3.94,12,63,49,159,"2011,2012",2025-02-24,null,null
AxxxNdtozM1sDxdT-0bUXA,Nikki,2011-04-11,23,4.48,0,1,0,12,,2025-02-24,null,null
qNJYS4eKGB5mfAzhI7qlNA,Dorothy,2010-07-07,4,4.2,2,1,0,2,,2025-02-24,null,null
MWtKgX7FeKfRB230Sa-NJg,Martha,2011-01-22,191,3.49,16,98,57,235,"2011,2012,2013",2025-02-24,null,null
7KMxUlJZDwBia-YlVOmj0Q,Christopher,2008-03-27,25,3.27,3,30,14,64,,2025-02-24,null,null
B4cnr5d2S_7McR3XBfrscA,Heather,2009-08-24,225,3.95,15,136,167,444,,2025-02-24,null,null
ra9SXtNPfKBBJSW-qOatMg,Nathan,2011-06-29,6,3.29,1,0,1,6,,2025-02-24,null,null
SUzKCEJqcrY2xuF-DqxUzg,Gerald,2007-12-04,75,3.86,3,22,6,60,,2025-02-24,null,null
vf1c4eqpNGweHQqJcjShFg,Gary,2011-01-01,524,4.32,20,212,89,554,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
EshrtQQT0ODnFpGkU2DWKA,Betts,2009-02-22,259,4.02,12,177,97,332,"2009,2010,2011,2012,2013,2014",2025-02-24,null,null
XKNZnfHJ6EfkQp8AgOcOJQ,Edgar,2008-01-21,34,4.23,0,4,5,8,,2025-02-24,null,null
qJ-RzSBK4U3Dzeal3JT2lw,June,2010-01-13,38,4,2,7,5,38,,2025-02-24,null,null
LItjxhRFEwlKG-duOBtaqA,Christopher,2011-01-27,20,4.05,2,15,16,24,,2025-02-24,null,null
R-oGzUmz5pweGayXeYhDkA,Andrea,2009-03-23,57,3.96,1,12,12,55,,2025-02-24,null,null
stB4wp76DMJNGYQ6noRLOQ,Amber,2011-04-25,794,4,15,402,146,775,"2017,2018,2019,20,20,2021",2025-02-24,null,null
5adYZXIY5-ZvdKSfC4QIDg,Jennie,2009-01-19,578,3.68,46,314,252,720,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
_28ppFytgRQB_8s9NelfYQ,Staci,2009-06-19,563,4.17,52,638,443,1196,"2012,2013,2014,2015,2016,2017",2025-02-24,null,null
o_h__JLCLvTwBHhynD6H0w,Michael,2011-11-22,51,4.13,2,45,56,123,,2025-02-24,null,null
C5PtzHsH0GbwFDc1GAZf9g,Danny,2005-09-22,371,3.25,9,101,82,282,"2010,2011,2012,2013,2014,2015,2016,2017,2021",2025-02-24,null,null
YrugcPqjHGVkrSXpozDowg,Helena,2008-12-03,331,4.24,30,795,502,1511,"2010,2011,2012",2025-02-24,null,null
x7rtl5JXTQ8Z-Ds7EWZXAQ,Judy,2007-02-13,123,4.01,9,123,100,211,2007,2025-02-24,null,null
wHrIy02OYTKYT1YdxPjhwg,Angel,2010-07-07,255,3.51,99,823,730,1347,"2011,2012,2013,2014",2025-02-24,null,null
nW8ujzozMdCPeEhD-_QRcA,Kiki,2010-02-21,1066,3.92,45,382,298,895,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
QIRkA1xNLmzTlCOnq5zpWw,André,2010-04-22,161,3.25,10,94,79,313,,2025-02-24,null,null
IVnVJm23HBLB4K7ZqMNJwQ,Liz,2010-12-22,20,3.62,3,14,11,35,,2025-02-24,null,null
y-XxUFQR_0WfAHaWdPDt2w,Laura,2006-07-16,677,3.52,32,775,653,1370,"2007,2008,2009,2010,2011",2025-02-24,null,null
QVgMdYIhaaEX4qrFGf5tzg,Jocelyn,2007-04-30,111,4.22,9,73,50,127,,2025-02-24,null,null
NwM74QZpPujC3PpBpA50tw,Robert,2009-05-10,198,3.92,11,79,37,388,"2010,2011,2012",2025-02-24,null,null
oCrxZ9eMdMCmHrj_u_Dw9g,Rachel,2008-08-23,228,3.49,21,415,414,674,2010,2025-02-24,null,null
EPD7wpzMqqIigzS0Bhyuow,Alexander,2006-10-31,23,3.61,2,20,14,50,,2025-02-24,null,null
26r9hY9bx-D-RXxktc3XzA,Porca,2009-03-23,603,3.9,47,400,247,930,2012,2025-02-24,null,null
_juSgQ-dqwcLlSUMYmj9ew,Erin,2011-09-24,96,3.84,5,65,24,190,2012,2025-02-24,null,null
_p7aWe_YiAZW2m6RnmAMVA,Dean,2008-08-29,64,3.43,16,254,396,476,2010,2025-02-24,null,null
eOCzLiZqtZLjcQDocPm7Lw,Jean,2005-05-20,118,3.24,8,57,35,181,"2009,2010,2011",2025-02-24,null,null
aqGkCKM4ZQy8zS2H-6cKCQ,Carolyne,2010-04-30,29,3.83,1,12,7,52,,2025-02-24,null,null
6KwXzgDUALIID_bH2a-6uA,Rick,2010-04-28,20,4.38,2,8,0,18,,2025-02-24,null,null
ypOUnBbNlQKYT7Cw0uKXSw,elanya,2010-11-28,85,4.04,5,46,28,126,,2025-02-24,null,null
6L7R1Qg-smn6n4gbvSbzaw,Sheridan,2008-04-09,187,3.84,20,172,158,392,"2010,2011,2012,2013,2015,2016,2017",2025-02-24,null,null
oZtTYlaakvNMivxhUUVuog,Raymond,2010-03-05,16,4.38,0,3,0,4,,2025-02-24,null,null
2xPjSglJIexfylyXFxaaaw,Megan,2011-03-28,18,3.28,0,1,3,20,,2025-02-24,null,null
gFqzipWy0AmbXkxy0uYl6w,Mrs. T. Howell the Third,2008-09-09,144,3.09,4,102,93,253,,2025-02-24,null,null
LlMFVJAzorfXCcaGJjXthQ,Stephanie,2009-06-03,46,4.35,1,26,39,63,,2025-02-24,null,null
EXb7dWNNBzyHZEjhJpEnbg,Chris,2010-07-22,9,4,0,9,13,19,,2025-02-24,null,null
k063i9X9m2CU4s42SYULOw,Evan,2012-05-07,1,5,0,0,0,0,,2025-02-24,null,null
O3eZEEBPhuSmlVJ_x_2yZw,Dustin,2010-11-29,11,3.82,1,27,35,40,,2025-02-24,null,null
X0Bmllln5u8i37-Fo8leVg,Lisa,2011-06-24,209,3.81,10,238,290,567,"2011,2012,2013,2014,2015,2016",2025-02-24,null,null
G1ZIvqZieDSQvc9o3P9VAQ,Niki,2010-04-07,339,3.76,37,425,243,776,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
tivh8lr6pzBDNfrJLYWh_g,Kristen,2006-04-17,167,3.62,7,57,24,236,"2006,2007",2025-02-24,null,null
x1UjSn0D9CKaD1Uqi95HSg,Grace,2011-10-04,14,5,0,5,0,4,,2025-02-24,null,null
AK_MctlDLDbuuNoPlC-pOQ,Stacey,2011-04-02,397,3.59,13,230,336,518,"2011,2012,2013,2014,20,20,2021",2025-02-24,null,null
hUDEUz8PddhVTShshwQWWQ,John,2009-06-13,1539,3.56,146,3160,3952,4710,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
TfupksZpPyOgD3gqaSlqgg,Ron,2009-06-08,125,4.38,5,40,29,151,,2025-02-24,null,null
m5fJ01gzu5x520bQ704v_g,Megan,2011-08-05,5,4,0,1,2,0,,2025-02-24,null,null
5BcHiekf8vqEka35NcoW5g,Three,2010-10-10,122,3.77,5,34,34,158,,2025-02-24,null,null
NT9LCcayFIFE8-SPyGj9hw,Pasquale,2012-04-28,17,4.06,0,7,8,15,,2025-02-24,null,null
073-vvQAccsG2fnGk0igCw,Amy,2010-10-19,228,3.66,14,60,68,358,"2012,2013,2014,2015",2025-02-24,null,null
BvVytSgsHtCPOAWvNjOSAg,Bobby,2012-02-13,34,4.17,3,5,15,141,,2025-02-24,null,null
IZXnSMdOkVdFH-mw6zQBbA,Cat,2008-09-22,121,3.51,12,144,155,464,"2011,2012,2015",2025-02-24,null,null
A-WwfPVKmbzo6uohiq-Z4A,Vince,2006-07-07,93,4.09,4,74,55,190,,2025-02-24,null,null
lhrZu32t2VjSzBIqMZ_jdQ,Tina,2010-05-09,22,3.3,2,11,9,47,,2025-02-24,null,null
ls2xiZF5Lf2hq9Wl3uac4g,Violeta,2011-08-20,24,4.62,2,8,1,15,,2025-02-24,null,null
33C5Hrjuya2qUd8rgZSiFw,Melissa,2007-06-19,248,3.88,18,189,143,470,"2009,2010,2011,2012,2013,2014,2015",2025-02-24,null,null
b9RNr8tzhL_O2t54c7bh8w,Tan,2009-12-04,148,3.23,9,34,41,140,2010,2025-02-24,null,null
VJZPJjgZpO7Slo3_zWtsAg,Courtney,2009-07-20,163,4.14,10,154,206,431,"2010,2011",2025-02-24,null,null
UBLnGj0Dfbh5UIYKR5NnYQ,Stephen,2011-08-02,36,4.03,5,19,14,50,,2025-02-24,null,null
Uc336VpKIPuFcng87QW1kg,Wendy,2007-06-30,129,3.9,16,480,530,644,"2008,2009,2010",2025-02-24,null,null
aHdFMHuHPNxpmG6MOM9zNw,Kenny,2010-11-24,329,3.86,16,188,118,313,"2019,20,20,2021",2025-02-24,null,null
VRau30hKmNVni6V-bDoPGw,Monique,2010-04-18,233,3.53,27,398,426,662,"2010,2011,2012,2013",2025-02-24,null,null
841yXxQ6X6PHOTuUvXXHZA,Chelsea,2010-07-21,27,4.19,3,22,16,110,,2025-02-24,null,null
jFEYrS6SZz9ucrZjxJsqhg,Jessie,2011-02-20,205,4.27,5,54,47,156,,2025-02-24,null,null
77FGzEvzYl4YJiiOEelxNA,Diana,2009-04-19,386,3.34,46,271,374,800,"2011,2012,2013,2014,2015",2025-02-24,null,null
9Z_NUr1qfK6skxkVI_oCZQ,Misty,2006-12-18,398,3.61,25,239,142,739,"2011,2012,2013,2014,2015,2016,2017",2025-02-24,null,null
WfGHG2T5311iJrZ9-ORY1Q,Taylor,2011-10-26,27,3.96,1,8,0,18,,2025-02-24,null,null
-IXvYa3uAcr68TeI0RzfWA,Andy,2006-01-25,332,4.14,38,318,227,552,"2011,2012,2013,2014,2015,2016,2017,2018,2019",2025-02-24,null,null
xZ3uZxf7k_-37JAJH2UGLg,Marc,2010-07-23,7,3.33,0,3,1,2,,2025-02-24,null,null
O5sWNVzAXcyo_4wxiG2cYQ,Bria,2008-11-30,337,3.31,13,217,252,481,"2009,2010,2011,2012",2025-02-24,null,null
DheQKssWUPfcIDduwyqlaw,Arammaru,2009-07-29,35,3.81,1,22,9,43,,2025-02-24,null,null
JNQ-w3ZNyar4DKBEQKFaCw,Hillary,2011-01-28,6,4.33,1,3,1,9,,2025-02-24,null,null
43HGGvgBmAxSnx1aLKoviQ,Lorie,2010-07-07,40,3.28,0,33,31,87,,2025-02-24,null,null
NvQundMjGS_cZxNV3TcS7w,Kelly,2010-03-15,18,2.55,4,7,10,46,,2025-02-24,null,null
VDx8d5mXtyuOKmgKouL8Ng,Jennifer,2010-09-13,553,3.54,56,470,410,924,"2010,2011,2012,2013,2014,2015",2025-02-24,null,null
DZ2pWjgo_3D0vrVFfFnBdA,Tuyet,2010-11-28,113,4.37,7,85,55,203,"2015,2016,2017,2018",2025-02-24,null,null
r2pcziWBBRdJxYMCMe3VcQ,Tracy,2010-06-19,10,3.91,4,9,3,24,,2025-02-24,null,null
8T-2nfH6y8F7r1-ZDKMCCg,Matthew,2010-11-05,16,4.22,1,6,6,17,,2025-02-24,null,null
3GJQr9b-FN0uCmwy-pqVNQ,tinybubbletoes,2008-12-22,45,3.54,2,17,22,63,,2025-02-24,null,null
_c-NnhynYkwSHVO1s6ctcQ,S. Rene',2009-08-31,345,2.99,6,127,146,537,,2025-02-24,null,null
H98PhdzsBo1uVkjur3jReg,Jacqueline,2010-06-10,412,3.41,22,158,153,371,"2011,2012,2013,2014",2025-02-24,null,null
4_8FhxYeTF_aAVABL7Fk9w,Milt,2010-06-16,43,4.05,1,26,13,104,2015,2025-02-24,null,null
2_JJO0p3ps1sVrnKLVNpQA,Benita,2010-06-10,17,3.32,2,5,6,28,,2025-02-24,null,null
7iH9xwMMefVzHrEb6eI44g,Ardena,2011-07-02,37,4.41,1,17,1,38,,2025-02-24,null,null
PCSbOGQLPiXYzT2xQVQYiQ,Mr,2010-08-14,36,3.78,1,15,15,41,,2025-02-24,null,null
ctewRBmP0i0zE3WDH-rP4g,Giuliana,2011-05-12,98,3.75,1,23,22,91,"20,20,2021",2025-02-24,null,null
7gNtYzygF7dB8e7k1mWdjA,Isabella,2011-04-16,1298,4.21,228,10573,6166,11444,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
_5pDFOxbGwbbloZJ8-yaVQ,Amanda,2010-02-13,37,3.87,2,11,15,47,,2025-02-24,null,null
aIXz7Br7iUALzMZP3y2cGQ,Michael,2010-01-31,16,3.82,0,12,9,30,,2025-02-24,null,null
A6ZlIsEvMqHL8kX41u6uIg,Julie,2011-08-24,9,4.11,1,1,0,3,,2025-02-24,null,null
QfRT_kE-eYlzbxCO81xctQ,Annie,2012-03-26,358,3.59,21,206,146,531,"2012,2013,2014,2016,2017,2018,2019",2025-02-24,null,null
R1WTbEL5nS5UBz0IHVnJFg,Andrew,2009-03-03,499,3.81,38,598,453,1202,"2011,2012,2013,2014,2015,2016",2025-02-24,null,null
D2IUOetOVfjAkmohD_hsKg,Kamryn,2010-03-23,415,3.93,27,274,141,603,"2011,2012,2013,2014,2015,2016,2017,2018",2025-02-24,null,null
0nqUmhc2qGmI9UsWR4HPhQ,Djaz,2007-09-27,122,3.44,9,100,115,200,"2009,2010",2025-02-24,null,null
UuIr2WKA0gZRyRvWIlAduQ,Danielle,2010-06-01,1315,3.91,139,2307,1857,4506,"2011,2012,2013,2014,2015,2016,2017,2018",2025-02-24,null,null
xmhXBC2TLaG_MKlrFwCErA,Cheryl,2011-10-05,4,5,0,0,0,3,,2025-02-24,null,null
esMNMMH7BKkiJd91fvO-FA,Scarrr,2010-02-06,129,3.69,1,10,17,29,,2025-02-24,null,null
DL_0lsGbnwynSF7T5az0iw,Jaime,2009-08-21,481,4.25,20,180,156,523,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
EstWiwVvZ7wxvt0wMqHQzg,Kimberly,2010-07-05,55,4.07,2,38,21,99,,2025-02-24,null,null
9aukYuHJTjQsUc6LtLEcIw,Rachel,2010-10-04,88,3.72,6,96,80,211,2012,2025-02-24,null,null
omuUht4DwKNQhjxfMtcNNQ,Hob,2011-10-19,11,4,1,10,7,20,,2025-02-24,null,null
TbAytZQ6t9RT0g3KhQ3KHw,Leticia,2012-02-22,68,4.22,0,29,23,43,,2025-02-24,null,null
OKb9efElW-pD0dsQvPErYA,Cristin,2011-01-06,1029,3.92,56,1008,582,1976,"2011,2012,2013,2014,2015,2016,2017",2025-02-24,null,null
wZaLqZ8PppggeII3DhICqQ,Rachel,2006-02-27,64,3.55,11,64,49,247,"2009,2010,2011",2025-02-24,null,null
3hZ1Y-U4BCIEv4VouWlzGg,Laura,2010-04-11,163,4.03,20,147,79,390,"2011,2012",2025-02-24,null,null
PS80V0SCQiTtyt_hVuIsyA,Reid,2008-02-03,776,4.02,30,339,382,827,"2009,2010,2011,2012,2013,2014,2015,2016,2017",2025-02-24,null,null
zvK7PGyyvWMLqpdX6LCZTg,Joe,2010-04-09,34,4.71,1,21,7,42,,2025-02-24,null,null
FBQc-fcqH-shT2rpsRn96w,Laura,2009-04-05,15,4.8,3,9,6,23,,2025-02-24,null,null
jzuhoslq-DwUp09KD5dO4Q,Becca,2010-08-15,84,3.56,2,43,51,131,2012,2025-02-24,null,null
94D9sUd6i9ut2P8972pnWQ,Julie,2010-05-06,82,3.93,11,95,57,229,2011,2025-02-24,null,null
kA7sIBVKgWXVwWbpXsUHQg,Kelleigh,2011-06-23,952,4.07,82,1257,697,2839,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
XKJTyp7H0qpU_8IorWo9jw,Denise,2013-03-20,24,4.09,1,3,6,37,,2025-02-24,null,null
eIa4QJXp5ZNmuFORnuPvDA,Ziyan,2010-01-26,2353,3.79,270,1499,886,3644,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
yyxEa8y4HGij_m7g1wDKWg,Eric,2009-09-01,82,3.84,5,17,10,66,2015,2025-02-24,null,null
Nx98Vw6UQx0AOP1YiHi80w,Ryan,2011-05-05,147,3.5,13,122,217,309,"2011,2012",2025-02-24,null,null
LaIXVrfD27pjLb_AXjHK8Q,Trixie,2008-07-22,99,3.46,2,44,56,213,2009,2025-02-24,null,null
sYQyXDjGaJj7wfaqz5u8KQ,Georgia,2007-01-06,707,3.98,56,1309,1018,1907,2007,2025-02-24,null,null
kVCqtyHokO6qJA-I_X1KJA,Judy,2010-08-16,269,3.78,11,100,91,254,"2011,2012,2013,2014,2015,2016",2025-02-24,null,null
BBdRlIK_eeFhdl4EL1pLAw,Tony,2008-10-01,670,4.03,119,2705,1767,3706,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
HY4aKTVfGuZnKVzA0a0UwA,K,2010-07-10,13,4.38,0,3,4,4,,2025-02-24,null,null
x-8MamivBk3ZXMPUca1fMw,David,2007-12-03,329,3.46,17,185,241,389,2010,2025-02-24,null,null
