business_id,checkin_date
2bugq0djs9WnBMHaIr4iYw,2014-04-29
2bvABSVn-kChNn0I4BrRJQ,2011-05-25
2bxZhBk8JZkJ1GqfTB0cUQ,2010-02-14
2bx_F3UOGmeg5SQR6RoD0g,2010-04-17
2bxuJvMum0LtrWIXHVcuQg,2018-05-23
2c0G2DyFUoar21Ld_gSLoQ,2010-12-28
2c26fCaRKt3foFLBxC94GQ,2010-07-12
2c2n-VxWSyM6Jx6gCmBSZw,2010-12-27
2c3AbNcLoj8nLtTraqByYg,2016-12-04
2c49kldxRfdEvNDK9OYSLQ,2011-10-10
2c4z-PvJY4RvPCDxaUsfpg,2014-06-28
2c6geerYYg7Cqb_QHTaeGQ,2013-01-13
2c6z6zw1reb8olUHwN4JpA,2012-09-21
2c7P0KF6WcozKg7WFk2YyQ,2010-07-14
2c7qkJxkNUi8WLp1HlrjQw,2019-01-02
2c8srm66LHESMNXL9jviuw,2015-03-18
2cDbskCOK5m_g8CgcQswFQ,2018-04-07
2cDrt_Xac_j15fdBVPfTKg,2013-09-23
2cEJyupw_tE2P7vPMm13Eg,2016-08-06
2cF80ccNAPwhhHtht543Kw,2015-04-15
2cKv4JzndaL0yc37WUAJ6w,2010-02-04
2cQnVofSj6o9DjUKd0ecxQ,2012-11-26
2cRQgI7pyQmBtGI1KF51-Q,2018-08-11
2cRTgUdOx7PNOQ6C0nnnug,2011-06-01
2cW157i_WdukZArr2eW1Qg,2011-04-10
2cYLqw9V-abBcPjzmz_G2Q,2014-07-02
2cZxyA2OkTozhgcItCIXtw,2011-03-14
2cdhSiH9oEn0VSGazKCVMg,2016-06-03
2ceJseysVj1LEp5SmVL9Jg,2010-06-22
2cfEAFZZee8fq3Xx6yZ87w,2016-06-19
2cfMzSwR5uv60MejP_0SUg,2021-09-19
2cfzYVDUH_AA-aNg1N24Cw,2013-11-25
2cg2cJF2xcZS9wMh2H4c7Q,2012-08-25
2ci-E1rGWQEk4-UuEq64Ew,2019-06-26
2cioknFcn5SSFUGB5W6OOg,2016-05-06
2cjGFtscfC0uI6kkfniihw,2010-08-29
2cnVPyfSYOuQjYDhHYnd1g,2018-09-24
2coic7DZlnlqVhblbEOpIA,2016-06-08
2cpOQS9rWDL_QyTfERXM2A,2013-10-29
2cpdYwMOeKQtiMDvm39nKg,2010-08-11
2ct1rNKt7iv3PpEn9QR17A,2017-07-08
2cy6NSRL9-KOV1hGwKuUlQ,2020-11-10
2d2JsoZNuyG7T56F1JLjNw,2012-04-23
2d2exD5WrEspWGJj34gnfA,2017-03-19
2d3DYDTL9ZG6tBObuSHfLA,2012-02-04
2d4VGPk5XM7T51PQaeiTBw,2021-08-09
2d4vZMfwkGpTshKV50fQxg,2010-06-20
2d5pXK4LYXX_LZysLWp9-Q,2011-01-03
2d7rO6a0HdyEg2Nnf3kLKg,2012-03-24
2dATu48qXlkH_lWljZGsZw,2012-07-19
2dAnLKkPlBx8IC3TNM7r2Q,2015-04-04
2dGhYc1TJ68rv9M1pKG__w,2014-07-19
2dGrTroIEMDk93QBAhihhQ,2020-05-04
2dJ5sRM1Z75lUt-pIewPHw,2017-07-19
2dJlhGobvIxvs8Oow0yPNw,2010-04-02
2dLFsVWWIKt9523YXBBe_w,2010-07-11
2dMyN3EaNe-aijFccFbYXg,2010-07-06
2dPiEMXII3wF4uNCeWDEpg,2010-03-22
2dV0fYyE_oP5d6mJcSJHlQ,2014-11-21
2dVJ7R-3JMmu2v4DJYtBbw,2011-09-16
2d_p6zxb9Imssna1KE-zrg,2013-03-08
2daynBPzdkiqdW1ecWAZCA,2010-10-16
2dcJPfylUsIrXjbRm8w71w,2020-02-11
2ddDy9dOhltOBlqyVdDzQw,2011-11-08
2deXhtC3uXIarPRM_Im-yA,2013-08-12
2dfZswxQb2XY_6Y6NQDP0Q,2020-06-04
2dh34Jx8UjpX1vn0bApYJQ,2017-07-22
2dk2ZCLTB6Pn6-35cTeMlg,2019-05-07
2dkHxOyR_31x4QcL5-ltgw,2013-09-02
2dlQX5sP9X6Dlm1MmNOlSw,2013-07-27
2dllzecB2FtEbFy__ypzYg,2016-02-22
2dln_O8_aOcm_Vx1rWm5ig,2016-08-29
2dmRWseZdMrWlcmH2BoKpw,2015-02-02
2doA_PCW5AVQ5AB9Fs2Vfg,2017-02-13
2dpaUoMKORiiCEX4_UBT6A,2010-10-15
2drLRcRuqVJEksQXV0ynjQ,2010-11-09
2dvXhxTHkBVs-n86RFkMdw,2020-05-24
2dwqBGDZ0JSJ2in7lXFOrQ,2012-08-28
2dxVxJOPESRqtDgPN62JcQ,2011-02-18
2dzrvKLULPXoWvmBToTtOA,2020-04-14
2e--eiWDcW1Y68f7snaepg,2014-07-12
2e3rYfIG25YrHSMF7mjR_g,2019-02-06
2e7nTXMc-l0cM_YpV5g5Ow,2010-04-14
2eA4B35fJ7B5o088GowKFg,2018-03-01
2eBqs1fw7NEc1JIjOUazbw,2015-10-28
2eCyFZ5tV-nDqAVJzBUIEw,2017-09-09
2eJBDoSrHcM5nPtwEkIMrQ,2020-03-04
2eJssjitKUEKoZn2h1FJKg,2010-12-11
2eKVyjKS1UVJZYx9QPzGbQ,2020-02-09
2eN2pfPCear_ofmgQ0peCw,2010-07-09
2eNFk3pP0nKt-VthtZDOqQ,2011-03-19
2eNTs5ZuGmw3SsSqha_HPg,2012-11-04
2eOEOqoo7yrq0wfsrkfxnA,2014-08-07
2eQYH6noLRTmkKyo0K_Y3w,2019-11-05
2eRcnpxNIfzFccJCr4r7BA,2010-07-31
2eRyW9uqPph_wZeDA1dC8w,2017-07-20
2eVDlVkr2uD3wdr6PbL7_A,2014-07-28
2eWNaYhhuvBFSW-vP5qTYQ,2011-12-20
2eYv0SVE_ydSRERt0fP6EA,2012-10-06
2eb8THf63Jnr9XzMKKp7Mw,2014-03-09
2ecYIfR01YKoMwzoh4J02Q,2010-11-20
2ecgEhppUgqD754B6d2mdw,2016-05-20
2eeAp5qKnqSTM_inBIWiiw,2010-07-26
2em2rk253ycFjGbSnvlMsQ,2017-03-24
2eqUGPaduwF_Bt9bICy1gg,2010-09-21
2er_V-oAd7IbQ5YTY56r7A,2014-09-05
2esEyOa7j6nOy_sYZ3yRPA,2011-10-20
2esINQvNBShE7c6RwGzE9w,2013-07-27
2et_tUtOVQdVRUeQuSVwoA,2012-03-08
2evBYCbF_ygBW2Rl8rNJTw,2011-11-07
2eviRn5cxFoS9Hr8N2kO8A,2012-01-11
2exX1yArmMuEtFpgO8JYqw,2010-04-17
2ez5-lKg_Jx1-sHA8zpaqA,2010-08-13
2f-JzLZK-YaxLZFKV4nMtA,2014-02-14
2f-PP348eAmSj1zowp2kiw,2018-06-27
2f1ZnZg7730yChhV24ARJw,2010-08-12
2f3YghoMYzd5-GFMh_kvwQ,2018-12-07
2f5JQR_QxrmqUHSjzpZynQ,2010-03-24
2f61viQf3TRI9SPex8DZKg,2011-03-04
2f6NaQVGTM59OGvsdT9pxg,2012-10-27
2f8KYgTlkEH9Yba2Qe40qg,2011-11-08
2fB8fsr-7V0mjOVoICMr2w,2013-07-02
2fBxgmiUxoY3y1_my0wzNg,2012-02-18
2fDxegMVGVUY31L3V__MgQ,2016-05-14
2fG1Gy8x4Z08efBTbWL-xQ,2010-06-11
2fHvRWTYpRp_yljAN3QhtQ,2016-03-25
2fJ-WxJlUN6azp3bzrJ0zA,2010-02-01
2fLQw2ZVX278P79ugdx0ng,2013-03-14
2fM2ltEfh766f9wsNaveXg,2012-03-31
2fNX80J-JytS3wGrQQkQQg,2014-05-26
2fR1CGBMJALRDmveY9D08Q,2011-04-19
2fSwH6Ga9BJcjFpp7F-baw,2013-11-15
2fTXiex5hnHR-3cQDrdJ9w,2016-10-12
2fTfpN5SggLgW4LlzptMPg,2010-12-15
2f_iPtdEPRS9fVXWPdisEQ,2011-04-27
2ffrefNg7awMTcevO1mngw,2021-07-13
2fiMDI6nQ_sCEtvUG9UCsA,2019-03-03
2fixsNXTvNZiNLjuAkNzyQ,2010-04-08
2fjLojaCqc8e6Qp82fiQPA,2018-09-29
2fkYGThAJlnhpZ30B0JZIw,2015-12-13
2fnHwo5bO6dOi3VVdhIh1g,2016-04-09
2foZO5xadGFXF-ECeFWbPA,2011-10-22
2fpERS7ZVMI3vYwNht4xfQ,2019-01-27
2fqydpTjVq-lRUAO0yicow,2012-08-26
2fsv9-fFFRjt7yY_kilrEg,2011-07-26
2fswgqjSIoAUjVzsTOaslw,2010-11-10
2fuFu6A19kCLOeOqdcC2mQ,2013-07-21
2fuQnVPwhU_zzfUog_JGsw,2014-07-09
2fug2MA9A4DRGdfKXgrFgQ,2021-02-02
2fv4uXHVRPiwkddCkx0CmA,2019-10-29
2fvceXIVqYfR7Qi4W0CWHg,2010-09-05
2fwpuNOiQhvK7KgZ1ifimA,2018-08-09
2fxvQI_tsgB8W6IqFnVOvw,2017-12-29
2g1ZiT6cM1NC4nJ8xS6EGg,2010-08-16
2g3rvWWSD26WQEmK-iYj3A,2010-08-24
2g5HhEw58xW4mFjk6wvcjg,2010-09-17
2g5p4I7LjsP7lyIj9-AaEw,2010-07-17
2g6XFQ6XD1iuNtl9ZES6cw,2010-04-19
2g77SuzGRPVuxxEgs1eF8g,2011-04-16
2g81Npe8smhqDBj897xllA,2014-04-14
2gAUCHWLEdQNqxsJ66RZ1A,2012-02-28
2gAiiBGtFQAUxJQ-DWto_Q,2013-08-11
2gB7RVQjTNP0gw27o7brQw,2012-10-25
2gDkEvBPkl-ATS_eqaMvxQ,2014-11-19
2gFPQCmKKVi1aHgGTLRZvA,2020-02-01
2gFlyc9EQ8KzD74jQ-UcBQ,2014-12-18
2gH-dfg80jpd7C6F9fbV7A,2013-12-05
2gIznI4L_pPx2OkoEOS1dw,2015-05-29
2gJbhlQm9w3f9Z308ifeHw,2011-02-18
2gKRc1wWhewqEmPbcj6-3Q,2015-01-08
2gOMdu4BPSCgWAn_t5AFvA,2011-07-23
2gP6_NF9T4rQmcDgFESfBQ,2015-09-17
2gRTeejscv_v6wRN0Of7WQ,2011-12-12
2gSDnkxyr8zZ22qGHS8PwQ,2014-03-07
2gSywqDgDg97hT3ZOM-AIQ,2010-07-09
2gTG3cmMinF0QhDynOs4Hg,2016-07-23
2gTQ0X9iRTs5zIKs97IWOA,2014-07-26
2gTnSpYBmg_5JubGpCtSQQ,2010-06-27
2gU9yeltIoXUXQQ3ociVlQ,2016-09-04
2gVxo1YubGEhfwNhNd6DAQ,2013-08-10
2gW2AflncKzHvmSvel2LBw,2011-07-13
2gWAivEMugrIdrl0aol8IQ,2014-06-02
2g_GpeErudhqFieKJduOMg,2012-06-30
2gaK4u6lMLRbn8GqDuREwA,2010-03-01
2gaygyHbddBC9ReF6wm64Q,2010-07-15
2gbZHBaYw_kfWmD0CmIVkQ,2015-02-16
2gbhQMcurBnp1UEQNDZwaQ,2013-08-30
2gbiwt06lPGhaCCeQcmHKQ,2013-01-16
2gbmsSu8JTf2B1tJaQoKJQ,2014-09-04
2gcVcmLhFEjIZDAz-1CKUg,2010-07-08
2gi23-n_4fTU11olohHxrg,2010-09-18
2gje_2HfY0gxFZM9omhX0A,2016-05-28
2gornVKjX0TKhZHmhqSSMA,2012-04-10
2gpurfo0rwpkW0Xp7TGjgg,2017-01-21
2grLN8p6crfYMMxQae13Pw,2015-11-11
2gvTPJ1xA_LVTrCPTazSAQ,2013-10-17
2gwUf0JCJRTgu9p4ASUzeQ,2011-04-03
2gwWcZjDbBz3_RDjEQbSSA,2020-02-08
2gzSbJNjCr7qvb2KJAAS-g,2011-05-29
2h0D_jeKy81uZgpZGZmGPA,2010-12-11
2h10228FGBXalIvesfeNQA,2018-11-20
2h3IZrVcd5WEtMsthAngNw,2021-10-16
2h3SEwpI6fiuTF9mcN1S_Q,2010-11-08
2h8xC12BytQ3N45TluDDsQ,2012-09-13
2hCIzMXhSbgObLS4al82rg,2010-03-28
2hCJpE5I2OfEToUGcvdGRQ,2011-10-14
2hEMiJV0_aa_W2oXs6t6AA,2016-05-17
2hErWx-q_Ixx6zYgQMPw7g,2010-08-22
2hFTRMXa47gM6OyKGm0njQ,2011-11-16
2hH06IetxJYOLT7JB25NxA,2016-08-12
2hIA-ubXzEoz4N5xQU1qHw,2011-05-07
2hKP7ECCK5IqnjSI0VKp3w,2010-08-13
2hMuSCG3V3AONcBqyQQH5g,2010-08-14
2hQuKePRM5zmEFbhEFeCpQ,2021-08-13
2hUPy3iSEDWR_1nwuQ3vMg,2012-11-05
2hZetF54joBz3uJGY9F80g,2015-05-24
2heF73lJKRlvoWcKJ--95Q,2013-03-15
2hh1BX2qvHuW1Vs0S2daWw,2015-06-13
2hiPrql_MY98ktxGf0fT8A,2012-04-15
2hioQ7j3ANaSQ_4VHQoH8w,2015-06-09
2hmEmpIghQ0wloAkGzFqnQ,2018-01-08
2hqkam2Xoj5UO9xPcqrZ2A,2015-04-17
2hs2EcbyAZzKMmx52aaigg,2013-05-01
2htughm1P-CWPcZowCtLMA,2013-07-26
2hvDcM769GC5t6zrkn4A3w,2012-04-18
2hzXcWn8bOpzGTI4BfnMYw,2018-12-19
2i08phNpJ938airDq5Af6w,2011-12-29
2i0QXDm-7UaCkOlhzXWdpg,2021-04-26
2i2-1UZ5wYRBd0zfkww9xA,2018-04-20
2i26ZrMgpTJUbQqBZUIBvg,2011-12-28
2i2XpgZY8Kvs1VqcPZMY9Q,2015-01-25
2i6DI1RBQIaD5DxHYHot7g,2010-03-03
2iAEbiYYkz795dRqm_Jhkg,2011-02-01
2iCZNSHDGBxs_fMzb9aYjA,2017-05-03
2iDYVANw9xRMVks1SVmXYg,2018-01-26
2iJlVnJ1_QaWH9OJpB7UoA,2011-02-10
2iKrBPw-mXRPPu2EmfxMSQ,2016-10-01
2iLA6cRizKuCjAON844n-g,2014-06-29
2iO2CTrZNa1dTdtCFllSvg,2016-01-20
2iQucreJtTqbEsLczhsgrA,2013-04-20
2iRMSBYN8F51N7znXEu4TQ,2012-02-25
2iU2YcztvjxGk0JnSEHeEg,2021-11-12
2iUVOG71MTTTkBf04-jVAA,2010-05-09
2i_pklC7CPmcsn8stKSI8Q,2014-05-10
2inupe9vXbaMd-h9TnZv5g,2012-12-13
2ip6EXiSZfICvCRYMrB3Dw,2010-11-17
2iwWAydlMQAEeDob2z9ohw,2013-03-31
2j1ujiSrbPmBnW0G0UV79g,2012-07-25
2j43r7yLc-KwJ6JNsKbPUg,2011-11-21
2j4RV3cyJmwfZA0jQ_ncmw,2012-11-10
2j4hrdZLmiNuCqCdd0R21A,2012-08-10
2j4k6YUSrMC3mhw3A1UeUw,2013-12-29
2j4u94YU2yvYURpkWFvn6Q,2012-07-07
2j7i82BNAalfIL75KninSA,2013-07-22
2jCHPyPvG0b00HjUKeDeTg,2015-03-14
2jDmrOc_CZpZNG7klKoXtQ,2020-06-19
2jFOIBICinZkepcO60rN0Q,2014-03-11
2jGFCdLWvw_XyU1gBdaxcg,2013-08-16
2jHAvIQiCvcJ330w44p4LQ,2013-10-09
2jHdyWvR8bPDxCYrbGOoDA,2011-12-03
2jK36fVSvBx5p_qjfXd11Q,2013-08-13
2jNaJuAIXmpe-rzU0JF7zg,2016-11-03
2jRrqwGjgHgJ9rn0Ptaxuw,2020-12-31
2jWyFaO-fbYd91DJDdEYhQ,2010-12-12
2jX71Q0_nAD9X5An84fs_Q,2018-11-03
2jY1cZxE9_RFAJQXQZ62cg,2010-10-17
2jYgIeoQVnZRS9Uvo95xdg,2015-02-26
2j_DISg7fi2FCr5B2Xz9fg,2020-02-02
2j_Oz2FMucy2YBoX4t3blQ,2010-10-17
2j_beiE8-MfDwb2hamNeWg,2015-03-08
2jbADqg-NvcVjjdxdEetrg,2014-03-06
2jbu_xi_FEghI37kPG5LzA,2011-09-29
2je4Hg1A4mpC6cjU4iUHLQ,2012-06-08
2jemtH-Vwrt-gUpJZH3MTA,2012-05-12
2jghE_axBejR7UreONnnpA,2013-06-03
2jjCf_Q39kRLwVZqcyl9vQ,2012-09-22
2jlscWWCSXYOCDcMR51Xrw,2014-03-29
2joEeV8mKaRe055_Vh_ZLw,2020-09-02
2joz26si509_AqbE7PSPPw,2011-01-06
2jpKf7EpVXacznaGyKdtOA,2013-01-04
2jq-tGIRKP2b1PAy84ZZXQ,2010-09-10
2jq_C2zOEye2ac36Q58fCQ,2013-12-17
2jsjjTif9xrMrTe_89hkTw,2013-11-16
2juujWzR3Ac_TSmbTzWawQ,2019-12-13
2jvmqojTdrdj3YboXzKRcw,2014-01-07
2jvxqPjZ24W7BduUy2P7hw,2012-03-29
2jwUldEzfMAjPQVCgljLCg,2021-08-11
2jw__SxySiZcwsRlyyQiGQ,2010-03-22
2jxPMeCFpD1_Kg5Ygd3Zmg,2011-02-18
2jy1GXVEHFIZZDV9rNBzcQ,2015-11-08
2k3DNNMHtVwk09BoSCxEHQ,2020-02-13
2k5A9MWfvn_ljCJAAal9sw,2013-04-17
2k5acvGRAqfdxW-fUS3D6g,2011-04-09
2kDAi5Od8S7C5QQ0TvLVxA,2011-06-06
2kEIUUxpjGrvlqCGj8RH8A,2019-02-03
2kEpTU31GMqMPEo8P_Z4TA,2010-11-14
2kLVlnW1NFqpIWn876EhRQ,2013-06-25
2kOGFDJ9v4T9AzuKWhwl2g,2010-07-01
2kPCe_Bn6kwKXbGlBVPz9w,2016-02-18
2kQdK2Yrw_1oYK-5P2bBOg,2011-10-19
2kUAcBCSOkHsaqlfv5Xy5Q,2015-08-25
2kUbpH5sCsX5YqzVxHXKYg,2011-05-16
2kVpK2gaspKFQCVvXUVLOA,2015-06-11
2kWw4GEEZdSPuTc6KV_aRA,2011-02-26
2kX5nAYUgEOz9opVJjqYFw,2010-11-18
2kXBqCeNyW3Oe9QOVUjOpA,2019-05-24
2kaLFPa1uhGHqSRZMy2RfA,2010-06-29
2keoSehgkUD3Sv__f0lkTQ,2021-03-26
2kfa2IBX3oy2zQX4PAkEpg,2015-12-23
2kibWJ1TXySaKhkQia23Qw,2011-04-05
2kk1ndtdYZv9_29zc9c4TQ,2018-04-17
2kmy1mBjp9GLUxcCH1UMXQ,2021-07-03
2kqtQaB_EXXydEc8IwxGTg,2015-01-29
2krhc20RzgOYGhfLD8hM0g,2015-06-24
2kt2oK-zgshowfiV3ZQl0Q,2010-01-24
2ktH_ewcW5LStsslM3QL7A,2019-10-13
2kuhZOrWcLYe_XePccr4lA,2010-01-24
2kv-urkA_UsIzrp_OmbBsg,2011-01-16
2kv8-5IcisubkkoILHhIBA,2014-11-08
2kvPnK4DLK09KHvvwEj1xg,2011-07-13
2kyczXOKMGqcDdval--KJw,2010-08-17
2l-spLLGUzRiZg8dF623Nw,2019-09-06
2l1RltbRpQohVgW58ehBDg,2017-11-22
2l1rAQ3tonK68LQEKtEiGA,2012-04-15
2l2znqydic45GQfgCblQLg,2010-08-06
2l379QuawORf4Ko8SNPKCg,2011-10-24
2l3OWL0Fy0EIELjGnE6pyQ,2018-10-30
2l8WHcEiwFW0wEvopwa8_A,2010-12-03
2l9xQ-Iwdj2BJmEwPWhJJg,2019-10-11
2l9yOJUnNFJvHlI65Sv84g,2010-03-03
2lCYUsteiANSXcxz00VptA,2013-02-10
2lDL-wNebgsh_xzif-oKVg,2011-08-29
2lImhnBQ8pxeU4bT6Yue4g,2011-09-22
2lKwvLM4ENjSqIUpVgvb2A,2012-12-01
2lMtL8xiXPeY_CpOVq6zXg,2018-06-19
2lQrzb0WPexs7oPdAPpQFw,2013-02-22
2lRNoZXy3BkN3XPrdC-vlQ,2011-02-20
2lRPiJNCgJhULhUTlQi9eQ,2017-06-27
2lXp38lYtCso6KkRrQA8Eg,2019-12-28
2lZnXIMG9BUQgbIoI38JuQ,2012-02-28
2lbRIKtP8-28mXiM8HWdDw,2016-03-29
2lcgp7-09VXUTnlQ4PPKpw,2010-05-01
2ldFtR9DkcnafgJvLGuyGw,2015-06-30
2le7R7NHupc5GeBvkniMzQ,2016-01-13
2lkpImWAM7-qBrJul8Q6SQ,2010-10-28
2lmBAfQWAI06ziEfN5NkCQ,2011-07-19
2lnBgq2ynUjWGVUSlHeTcA,2011-07-28
2lvIF-TGuqzkzRf7i3NCCg,2013-03-25
2lyAf-llO6T_TMJKmg2NeA,2016-03-15
2m-LDEPR1WpyQlr3pn9nxw,2010-08-26
2m26upG2jwaIkIAW1jAO5A,2014-07-09
2m3hve5LP7sJFuhh7DzxOA,2010-04-14
2m58S1alvG2QhBGJhU5gnQ,2013-10-30
2m7Dm6gmRI4_mFJX4xg_Nw,2011-04-12
2m7aY4LC2Q_sasQxNBgXIw,2013-08-15
2m8Gdh2AYepXn0dQBA5y8Q,2018-04-12
2m8qCPdzzcPKVeaeyGBnwA,2010-10-16
2mAiSk1LeHlNu4Iq5RH7Qw,2010-09-06
2mBzfKvAM4kSU6Gm9WS7lg,2018-11-02
2mC_uH10OtJdnzNKUg56Xw,2019-03-18
2mE8VhL0D0uL5nJ6JwCe3Q,2017-06-02
2mG94wCj9Euacok8Ly1LAg,2010-04-30
2mHJetAZqfkm-QH-nOMu9g,2015-02-27
2mJ9IiIhqjBDG8R_tsFdXA,2011-10-17
2mLIChoI05JUG_vSDygwag,2013-07-12
2mM1TXP0mNSMK2Vt6Ya1rQ,2014-05-19
2mPd-LQ-pDlKyN5G7T5Kcw,2012-04-27
2mUGLhYvwJq1n04N0vjBHA,2015-02-10
2mZa9qmhUkXYUJ62Iq1_zg,2012-07-03
2mbH5r0clGty4w7dchJ-Gw,2010-07-24
2mdPuMX7lAh10EddfKetkQ,2011-11-20
2mdQ6nhqreMnkFkSJuY6NA,2010-12-09
2miq46m7hwk1VWR245R6JA,2012-10-30
2mkBNO0XdithuGir_qO6Ag,2018-12-08
2mkkXVmv2VmkHF95HXBYhg,2014-05-14
2mnIQtBR4ofuXYe5Zc7TFg,2018-06-03
2mpuOVsMG84GNYgiA42bKg,2014-03-21
2mr3iGBh3cGDKA83uaKXqw,2018-07-20
2mtq4gio2v9AjneeRGcHSQ,2012-04-11
2myVMP_l-9f9JIZewm19Cg,2010-07-12
2mzv7C4Dbctw5hnd4tx2gA,2012-03-19
2n5wx0SQN8GRLXAagHR0VA,2010-08-19
2n9MyZJCihD7TMazREyjxQ,2013-01-31
2n9bUpnE77x4-ZCco6UrNQ,2011-03-21
2n9elHQvEt4xL9neD7KviQ,2018-01-09
2nADblMCE0RPrb17om5fHA,2017-03-21
2nAM8aKczukCymLVNXtKgw,2012-02-15
2nBmrqwffIEuZdmRIuvYbA,2010-11-22
2nF2syYoD5VBFk01le6NkA,2010-08-05
2nH9VeSImqQK_MHWBqYEQA,2010-07-14
2nHE7iJdixus4DAIiETm1g,2017-05-20
2nKnm6EtBcZ81PJRLmHNXw,2012-06-07
2nLLDUNwYzWLsxqdJzrxXg,2013-11-14
2nLUfGQNcZ6WiJzGx1xTbQ,2011-05-25
2nNrr5KamJ3BodzqtOvMwg,2013-05-02
2nOMhod2sggZHzKVipP7gw,2012-05-29
2nPOx7eizejhX-iVb0kGTw,2011-09-19
2nQ8ZWkVmAHQwESv_R3aeg,2014-07-09
2nRFTI41Cm5GldHexAczbA,2010-05-10
2nTnGsDdsRSoCFbk1WWgpg,2010-12-07
2nUtLHRJ7NDl6SHDVFD2Eg,2015-02-27
2nUxZbcqVCYfljp59gsxwQ,2011-10-14
2nUzpVFZVyGoD-RVhz-1KA,2013-12-22
2nVKU0JJRndLPg46-Pdeug,2010-09-18
2nVrfClMGXOnRoigcD9bIw,2013-07-31
2nW9943meYu5dVFnUruXIg,2021-08-26
2nWT4w2GaY0jVsQyIWqlcg,2011-04-16
2nfWGDka4LUbVS5UPrzR7w,2012-03-02
2nhBFR7J7QFB2AhmcCxQtQ,2010-10-11
2njTjQ35skXN171KoobeGg,2010-01-17
2nk4hq2oRfym8ROQ5iS47g,2016-08-03
2nmZ_Eo0j5KN543_KgXqhg,2012-10-02
2nnVlm-_T4wk1qOpycifPA,2013-10-19
2nnp7C4d9QrJ616R39wKUA,2018-07-08
2np2bOL_PS0eNq260qLuMA,2011-03-19
2nrYQNEtqQZBVcf1GuCDAQ,2011-06-28
2ntwsTW112z4csqvmM6IEA,2021-01-17
2nvDgIT6XKRDlFTQtTNVqQ,2010-07-30
2nvym40LBC9C10jVLWulUA,2010-11-09
2nyBo36eR7_Gehbd0WraHg,2016-08-05
2o3IhmDY4mr0Vylbz0_M6Q,2015-06-03
2o4CRQ-FreATtbnhlLKWew,2011-04-05
2o4GOsWEmcdwjgqnEw0w9A,2010-06-09
2oB29blmV7_i5kR5GvDxeQ,2011-10-05
2oBegXkWw9-78t6U1ZfgGQ,2012-04-28
2oEbzU1yS9DdSfwMC7SwOg,2015-01-22
2oFeY8vJy_ujQPbmmnKSdw,2014-10-21
2oGdZKyLD_jmQucCWGTKFQ,2013-08-05
2oHyI8snh5WtEh83gSczlg,2011-12-29
2oJEZAxMIt9dGwap1r6xAg,2010-05-30
2oJV-vS0Cu8cYt7_TbzOww,2012-11-01
2oNlM0ANjE8JB0jEwY-mtw,2010-08-17
2oQO-uRf3sEG8W-FpaKs4w,2014-03-10
2o_ri-EFSrhUBT1fNLJU5A,2011-07-30
2oav5QoWgnvTI2gO5xFMjw,2012-10-19
2oeu9OVYbxQJVvP7rjdzYg,2016-07-06
2oh4NJDtqTUO5ZuvCe0hWw,2010-02-14
2oiQfdl7ePa8Q6WXFIXiYg,2010-03-18
2oij3AB1we03O7_H29iJ9g,2018-09-19
2ojUHZ_5H8_S0vh-rXpPfA,2011-10-06
2ol1Q0NJX7onGD2iGycdSg,2012-06-20
2oldQHJz8N4vfiSxU7p-cg,2021-12-09
2orGnKp8qhFHx5lFe0c2lA,2011-09-14
2otpG9OkXE3Ldywjv97S5w,2013-01-13
2owewxu5r6mLfKv6BBV3Aw,2011-05-22
2oxrOO3c9_mQmqM9kwEm9Q,2019-08-29
2p5TB4Jd4Pas1oAvfoAzkw,2010-05-08
2p7pEF7sDGke1NDWd_CsTw,2012-02-08
2p8NMYk5OqULtaGYsPlSlg,2015-04-11
2pBNVsJo3a3CPbInUu9lvQ,2010-05-29
2pDXWt8KnncH7FEHL25NvA,2012-01-08
2pFMXujEm2ulNRHvE2Hb4A,2015-07-18
2pL9MT-__6bpCOaBoAWXTA,2011-01-09
2pLIQ0RHSmUbF0eIRT0LYg,2010-05-01
2pLnWkpEg4VL7ArCG8TWKA,2011-05-07
2pMdDOWl14rU4jdAH4oZXw,2010-02-19
2pO1gIZeTZoNHxPe0teumg,2012-11-28
2pVF6y4ulOVXI6ZjZgRp0g,2012-12-29
2pWQjLkIynlvTdgPGxINvQ,2018-01-21
2pWRW7ASh_Bw5q5V64Luuw,2010-07-17
2pWloZENgEOocyU6WtPsnw,2019-04-27
2pWpxfyYZkqdQl1bK3CvJQ,2010-04-11
2pXFEFkU3sS_OWlfS0RVOA,2013-05-15
2pXS9GDt2csyLRn6rQkR-w,2010-08-17
2pX_LVz3euqv4eg9VRWeeg,2010-11-26
2pXrwBssKTp30uxbQgl6kw,2010-03-06
2pXyVTEZ7NVfVihZIjVxCQ,2011-03-06
2pYUBcNkUxD1Bg8FA5lCzg,2019-10-11
2pZOUpP3mywfWkdfEGRGbg,2016-12-02
2p_nFZjj9EPTX5iafbCetg,2014-04-05
2pa6SeSTNv5O6CsRLndcbg,2013-06-04
2peNaWrXT-CkUO_2syHhbQ,2016-03-23
2pfGiXclAlk6W6arwT66dA,2015-04-18
2phMafOfwZuzShT7iaHH1g,2014-07-09
2pj5byDMoMDu-d0bTu2Sew,2017-11-06
2pjrY3JvBJoB91n1-ayTLw,2011-03-30
2pla30jELZq2DcsTbAF9-w,2013-03-15
2pm5npWtl0EDINET5fnhnQ,2012-01-09
2pn6fqo-W40oMiEd-OLiig,2019-10-24
